metric_timestamp,Halle,metric_name,_value
1625487792.1043894,Spechtnest,Spechtnest.gamma.Strom,11.151,
1625487792.1043894,Aussenbereich,Aussenbereich.Aussentemperatur,17.9,
1625487792.1043894,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.8,
1625487792.1043894,Aussenbereich,Aussenbereich.Luftdruck,1011.62,
1625487792.1043894,Aussenbereich,Aussenbereich.Wasserdruck,29.061,
1625487792.9690733,Bieberbau,Bieberbau.alpha.Temperatur,36.99,
1625487792.9690733,Bieberbau,Bieberbau.alpha.Strom,9.755,
1625487792.9690733,Spechtnest,Spechtnest.beta.Temperatur,38.22,
1625487792.9690733,Spechtnest,Spechtnest.beta.Strom,11.96,
1625487792.9690733,Spechtnest,Spechtnest.gamma.Temperatur,37.48,
1625487792.9690733,Spechtnest,Spechtnest.gamma.Strom,10.661,
1625487792.9690733,Aussenbereich,Aussenbereich.Aussentemperatur,17.8,
1625487792.9690733,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.5,
1625487792.9690733,Aussenbereich,Aussenbereich.Luftdruck,1010.99,
1625487792.9690733,Aussenbereich,Aussenbereich.Wasserdruck,30.914,
1625487793.1099231,Bieberbau,Bieberbau.alpha.Temperatur,37.6,
1625487793.1099231,Bieberbau,Bieberbau.alpha.Strom,9.825,
1625487793.1099231,Spechtnest,Spechtnest.beta.Temperatur,39.91,
1625487793.1099231,Spechtnest,Spechtnest.beta.Strom,9.824,
1625487793.1099231,Spechtnest,Spechtnest.gamma.Temperatur,39.74,
1625487793.1099231,Spechtnest,Spechtnest.gamma.Strom,10.834,
1625487793.1099231,Aussenbereich,Aussenbereich.Aussentemperatur,17.1,
1625487793.1099231,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.0,
1625487793.1099231,Aussenbereich,Aussenbereich.Luftdruck,1012.52,
1625487793.1099231,Aussenbereich,Aussenbereich.Wasserdruck,30.476,
1625487793.9867184,Bieberbau,Bieberbau.alpha.Temperatur,37.28,
1625487793.9867184,Bieberbau,Bieberbau.alpha.Strom,9.094,
1625487793.9867184,Spechtnest,Spechtnest.beta.Temperatur,38.85,
1625487793.9867184,Spechtnest,Spechtnest.beta.Strom,10.607,
1625487793.9867184,Spechtnest,Spechtnest.gamma.Temperatur,37.49,
1625487793.9867184,Spechtnest,Spechtnest.gamma.Strom,10.567,
1625487793.9867184,Aussenbereich,Aussenbereich.Aussentemperatur,17.9,
1625487793.9867184,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.3,
1625487793.9867184,Aussenbereich,Aussenbereich.Luftdruck,1013.01,
1625487793.9867184,Aussenbereich,Aussenbereich.Wasserdruck,29.428,
1625487794.1261947,Bieberbau,Bieberbau.alpha.Temperatur,38.99,
1625487794.1261947,Bieberbau,Bieberbau.alpha.Strom,11.17,
1625487794.1261947,Spechtnest,Spechtnest.beta.Temperatur,40.53,
1625487794.1261947,Spechtnest,Spechtnest.beta.Strom,10.439,
1625487794.1261947,Spechtnest,Spechtnest.gamma.Temperatur,38.81,
1625487794.1261947,Spechtnest,Spechtnest.gamma.Strom,10.496,
1625487794.1261947,Aussenbereich,Aussenbereich.Aussentemperatur,17.0,
1625487794.1261947,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.0,
1625487794.1261947,Aussenbereich,Aussenbereich.Luftdruck,1011.81,
1625487794.1261947,Aussenbereich,Aussenbereich.Wasserdruck,31.094,
1625487794.9910755,Bieberbau,Bieberbau.alpha.Temperatur,38.13,
1625487794.9910755,Bieberbau,Bieberbau.alpha.Strom,10.556,
1625487794.9910755,Spechtnest,Spechtnest.beta.Temperatur,40.32,
1625487794.9910755,Spechtnest,Spechtnest.beta.Strom,10.892,
1625487794.9910755,Spechtnest,Spechtnest.gamma.Temperatur,39.3,
1625487794.9910755,Spechtnest,Spechtnest.gamma.Strom,8.118,
1625487794.9910755,Aussenbereich,Aussenbereich.Aussentemperatur,17.3,
1625487794.9910755,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.2,
1625487794.9910755,Aussenbereich,Aussenbereich.Luftdruck,1013.11,
1625487794.9910755,Aussenbereich,Aussenbereich.Wasserdruck,31.106,
1625487795.1317208,Bieberbau,Bieberbau.alpha.Temperatur,41.66,
1625487795.1317208,Bieberbau,Bieberbau.alpha.Strom,10.022,
1625487795.1317208,Spechtnest,Spechtnest.beta.Temperatur,42.22,
1625487795.1317208,Spechtnest,Spechtnest.beta.Strom,9.532,
1625487795.1317208,Spechtnest,Spechtnest.gamma.Temperatur,39.3,
1625487795.1317208,Spechtnest,Spechtnest.gamma.Strom,10.216,
1625487795.1317208,Aussenbereich,Aussenbereich.Aussentemperatur,18.0,
1625487795.1317208,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.7,
1625487795.1317208,Aussenbereich,Aussenbereich.Luftdruck,1011.06,
1625487795.1317208,Aussenbereich,Aussenbereich.Wasserdruck,29.943,
1625487795.9973447,Bieberbau,Bieberbau.alpha.Temperatur,39.09,
1625487795.9973447,Bieberbau,Bieberbau.alpha.Strom,10.061,
1625487795.9973447,Spechtnest,Spechtnest.beta.Temperatur,40.54,
1625487795.9973447,Spechtnest,Spechtnest.beta.Strom,8.91,
1625487795.9973447,Spechtnest,Spechtnest.gamma.Temperatur,39.89,
1625487795.9973447,Spechtnest,Spechtnest.gamma.Strom,8.633,
1625487795.9973447,Aussenbereich,Aussenbereich.Aussentemperatur,17.8,
1625487795.9973447,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.9,
1625487795.9973447,Aussenbereich,Aussenbereich.Luftdruck,1010.47,
1625487795.9973447,Aussenbereich,Aussenbereich.Wasserdruck,29.0,
1625487796.138867,Bieberbau,Bieberbau.alpha.Temperatur,41.66,
1625487796.138867,Bieberbau,Bieberbau.alpha.Strom,10.511,
1625487796.138867,Spechtnest,Spechtnest.beta.Temperatur,42.06,
1625487796.138867,Spechtnest,Spechtnest.beta.Strom,7.037,
1625487796.138867,Spechtnest,Spechtnest.gamma.Temperatur,40.39,
1625487796.138867,Spechtnest,Spechtnest.gamma.Strom,9.816,
1625487796.138867,Aussenbereich,Aussenbereich.Aussentemperatur,17.8,
1625487796.138867,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.9,
1625487796.138867,Aussenbereich,Aussenbereich.Luftdruck,1012.23,
1625487796.138867,Aussenbereich,Aussenbereich.Wasserdruck,31.093,
1625487797.0048807,Bieberbau,Bieberbau.alpha.Temperatur,39.97,
1625487797.0048807,Bieberbau,Bieberbau.alpha.Strom,8.953,
1625487797.0048807,Spechtnest,Spechtnest.beta.Temperatur,42.34,
1625487797.0048807,Spechtnest,Spechtnest.beta.Strom,10.187,
1625487797.0048807,Spechtnest,Spechtnest.gamma.Temperatur,41.68,
1625487797.0048807,Spechtnest,Spechtnest.gamma.Strom,9.328,
1625487797.0048807,Aussenbereich,Aussenbereich.Aussentemperatur,17.9,
1625487797.0048807,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.7,
1625487797.0048807,Aussenbereich,Aussenbereich.Luftdruck,1012.17,
1625487797.0048807,Aussenbereich,Aussenbereich.Wasserdruck,30.062,
1625487797.1449566,Bieberbau,Bieberbau.alpha.Temperatur,40.45,
1625487797.1449566,Bieberbau,Bieberbau.alpha.Strom,9.851,
1625487797.1449566,Spechtnest,Spechtnest.beta.Temperatur,43.57,
1625487797.1449566,Spechtnest,Spechtnest.beta.Strom,9.853,
1625487797.1449566,Spechtnest,Spechtnest.gamma.Temperatur,42.57,
1625487797.1449566,Spechtnest,Spechtnest.gamma.Strom,8.132,
1625487797.1449566,Aussenbereich,Aussenbereich.Aussentemperatur,17.9,
1625487797.1449566,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.2,
1625487797.1449566,Aussenbereich,Aussenbereich.Luftdruck,1012.16,
1625487797.1449566,Aussenbereich,Aussenbereich.Wasserdruck,30.155,
1625487798.0240636,Bieberbau,Bieberbau.alpha.Temperatur,42.6,
1625487798.0240636,Bieberbau,Bieberbau.alpha.Strom,9.362,
1625487798.0240636,Spechtnest,Spechtnest.beta.Temperatur,41.49,
1625487798.0240636,Spechtnest,Spechtnest.beta.Strom,11.092,
1625487798.0240636,Spechtnest,Spechtnest.gamma.Temperatur,41.21,
1625487798.0240636,Spechtnest,Spechtnest.gamma.Strom,9.48,
1625487798.0240636,Aussenbereich,Aussenbereich.Aussentemperatur,17.7,
1625487798.0240636,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.6,
1625487798.0240636,Aussenbereich,Aussenbereich.Luftdruck,1010.94,
1625487798.0240636,Aussenbereich,Aussenbereich.Wasserdruck,29.32,
1625487798.1493156,Bieberbau,Bieberbau.alpha.Temperatur,41.34,
1625487798.1493156,Bieberbau,Bieberbau.alpha.Strom,9.935,
1625487798.1493156,Spechtnest,Spechtnest.beta.Temperatur,42.33,
1625487798.1493156,Spechtnest,Spechtnest.beta.Strom,7.583,
1625487798.1493156,Spechtnest,Spechtnest.gamma.Temperatur,40.63,
1625487798.1493156,Spechtnest,Spechtnest.gamma.Strom,10.047,
1625487798.1493156,Aussenbereich,Aussenbereich.Aussentemperatur,18.0,
1625487798.1493156,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,49.4,
1625487798.1493156,Aussenbereich,Aussenbereich.Luftdruck,1013.11,
1625487798.1493156,Aussenbereich,Aussenbereich.Wasserdruck,31.344,
1625487799.0421476,Bieberbau,Bieberbau.alpha.Temperatur,41.68,
1625487799.0421476,Bieberbau,Bieberbau.alpha.Strom,10.194,
1625487799.0421476,Spechtnest,Spechtnest.beta.Temperatur,41.04,
1625487799.0421476,Spechtnest,Spechtnest.beta.Strom,10.036,
1625487799.0421476,Spechtnest,Spechtnest.gamma.Temperatur,42.33,
1625487799.0421476,Spechtnest,Spechtnest.gamma.Strom,11.024,
1625487799.0421476,Aussenbereich,Aussenbereich.Aussentemperatur,18.3,
1625487799.0421476,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.2,
1625487799.0421476,Aussenbereich,Aussenbereich.Luftdruck,1012.5,
1625487799.0421476,Aussenbereich,Aussenbereich.Wasserdruck,30.861,
1625487799.1670709,Bieberbau,Bieberbau.alpha.Temperatur,41.43,
1625487799.1670709,Bieberbau,Bieberbau.alpha.Strom,9.562,
1625487799.1670709,Spechtnest,Spechtnest.beta.Temperatur,42.99,
1625487799.1670709,Spechtnest,Spechtnest.beta.Strom,10.102,
1625487799.1670709,Spechtnest,Spechtnest.gamma.Temperatur,41.2,
1625487799.1670709,Spechtnest,Spechtnest.gamma.Strom,9.517,
1625487799.1670709,Aussenbereich,Aussenbereich.Aussentemperatur,17.6,
1625487799.1670709,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.8,
1625487799.1670709,Aussenbereich,Aussenbereich.Luftdruck,1013.35,
1625487799.1670709,Aussenbereich,Aussenbereich.Wasserdruck,29.421,
1625487800.0466845,Bieberbau,Bieberbau.alpha.Temperatur,42.01,
1625487800.0466845,Bieberbau,Bieberbau.alpha.Strom,7.538,
1625487800.0466845,Spechtnest,Spechtnest.beta.Temperatur,43.5,
1625487800.0466845,Spechtnest,Spechtnest.beta.Strom,11.619,
1625487800.0466845,Spechtnest,Spechtnest.gamma.Temperatur,41.17,
1625487800.0466845,Spechtnest,Spechtnest.gamma.Strom,8.237,
1625487800.0466845,Aussenbereich,Aussenbereich.Aussentemperatur,17.8,
1625487800.0466845,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.1,
1625487800.0466845,Aussenbereich,Aussenbereich.Luftdruck,1011.88,
1625487800.0466845,Aussenbereich,Aussenbereich.Wasserdruck,29.486,
1625487800.1749172,Bieberbau,Bieberbau.alpha.Temperatur,41.27,
1625487800.1749172,Bieberbau,Bieberbau.alpha.Strom,9.318,
1625487800.1749172,Spechtnest,Spechtnest.beta.Temperatur,42.55,
1625487800.1749172,Spechtnest,Spechtnest.beta.Strom,8.574,
1625487800.1749172,Spechtnest,Spechtnest.gamma.Temperatur,41.71,
1625487800.1749172,Spechtnest,Spechtnest.gamma.Strom,8.805,
1625487800.1749172,Aussenbereich,Aussenbereich.Aussentemperatur,17.7,
1625487800.1749172,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.9,
1625487800.1749172,Aussenbereich,Aussenbereich.Luftdruck,1012.17,
1625487800.1749172,Aussenbereich,Aussenbereich.Wasserdruck,30.667,
1625487801.061022,Bieberbau,Bieberbau.alpha.Temperatur,43.15,
1625487801.061022,Bieberbau,Bieberbau.alpha.Strom,9.473,
1625487801.061022,Spechtnest,Spechtnest.beta.Temperatur,42.05,
1625487801.061022,Spechtnest,Spechtnest.beta.Strom,9.036,
1625487801.061022,Spechtnest,Spechtnest.gamma.Temperatur,41.1,
1625487801.061022,Spechtnest,Spechtnest.gamma.Strom,9.5,
1625487801.061022,Aussenbereich,Aussenbereich.Aussentemperatur,17.5,
1625487801.061022,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.2,
1625487801.061022,Aussenbereich,Aussenbereich.Luftdruck,1012.18,
1625487801.061022,Aussenbereich,Aussenbereich.Wasserdruck,30.593,
1625487801.1880593,Bieberbau,Bieberbau.alpha.Temperatur,42.11,
1625487801.1880593,Bieberbau,Bieberbau.alpha.Strom,9.938,
1625487801.1880593,Spechtnest,Spechtnest.beta.Temperatur,40.14,
1625487801.1880593,Spechtnest,Spechtnest.beta.Strom,9.259,
1625487801.1880593,Spechtnest,Spechtnest.gamma.Temperatur,42.14,
1625487801.1880593,Spechtnest,Spechtnest.gamma.Strom,8.82,
1625487801.1880593,Aussenbereich,Aussenbereich.Aussentemperatur,17.7,
1625487801.1880593,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.2,
1625487801.1880593,Aussenbereich,Aussenbereich.Luftdruck,1012.04,
1625487801.1880593,Aussenbereich,Aussenbereich.Wasserdruck,30.53,
1625487802.0730264,Bieberbau,Bieberbau.alpha.Temperatur,41.2,
1625487802.0730264,Bieberbau,Bieberbau.alpha.Strom,7.236,
1625487802.0730264,Spechtnest,Spechtnest.beta.Temperatur,41.01,
1625487802.0730264,Spechtnest,Spechtnest.beta.Strom,9.603,
1625487802.0730264,Spechtnest,Spechtnest.gamma.Temperatur,40.76,
1625487802.0730264,Spechtnest,Spechtnest.gamma.Strom,8.416,
1625487802.0730264,Aussenbereich,Aussenbereich.Aussentemperatur,17.7,
1625487802.0730264,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.8,
1625487802.0730264,Aussenbereich,Aussenbereich.Luftdruck,1011.61,
1625487802.0730264,Aussenbereich,Aussenbereich.Wasserdruck,30.509,
1625487802.2010398,Bieberbau,Bieberbau.alpha.Temperatur,39.8,
1625487802.2010398,Bieberbau,Bieberbau.alpha.Strom,8.056,
1625487802.2010398,Spechtnest,Spechtnest.beta.Temperatur,42.01,
1625487802.2010398,Spechtnest,Spechtnest.beta.Strom,7.557,
1625487802.2010398,Spechtnest,Spechtnest.gamma.Temperatur,40.32,
1625487802.2010398,Spechtnest,Spechtnest.gamma.Strom,10.179,
1625487802.2010398,Aussenbereich,Aussenbereich.Aussentemperatur,17.7,
1625487802.2010398,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.9,
1625487802.2010398,Aussenbereich,Aussenbereich.Luftdruck,1012.76,
1625487802.2010398,Aussenbereich,Aussenbereich.Wasserdruck,30.73,
1625487803.0963051,Bieberbau,Bieberbau.alpha.Temperatur,38.25,
1625487803.0963051,Bieberbau,Bieberbau.alpha.Strom,7.811,
1625487803.0963051,Spechtnest,Spechtnest.beta.Temperatur,38.24,
1625487803.0963051,Spechtnest,Spechtnest.beta.Strom,9.885,
1625487803.0963051,Spechtnest,Spechtnest.gamma.Temperatur,40.28,
1625487803.0963051,Spechtnest,Spechtnest.gamma.Strom,8.234,
1625487803.0963051,Aussenbereich,Aussenbereich.Aussentemperatur,17.5,
1625487803.0963051,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.2,
1625487803.0963051,Aussenbereich,Aussenbereich.Luftdruck,1012.18,
1625487803.0963051,Aussenbereich,Aussenbereich.Wasserdruck,16.689,
1625487803.2212384,Bieberbau,Bieberbau.alpha.Temperatur,41.15,
1625487803.2212384,Bieberbau,Bieberbau.alpha.Strom,8.687,
1625487803.2212384,Spechtnest,Spechtnest.beta.Temperatur,40.57,
1625487803.2212384,Spechtnest,Spechtnest.beta.Strom,8.402,
1625487803.2212384,Spechtnest,Spechtnest.gamma.Temperatur,40.1,
1625487803.2212384,Spechtnest,Spechtnest.gamma.Strom,10.666,
1625487803.2212384,Aussenbereich,Aussenbereich.Aussentemperatur,17.8,
1625487803.2212384,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.6,
1625487803.2212384,Aussenbereich,Aussenbereich.Luftdruck,1014.2,
1625487803.2212384,Aussenbereich,Aussenbereich.Wasserdruck,29.426,
1625487804.1010396,Bieberbau,Bieberbau.alpha.Temperatur,40.28,
1625487804.1010396,Bieberbau,Bieberbau.alpha.Strom,9.345,
1625487804.1010396,Spechtnest,Spechtnest.beta.Temperatur,38.66,
1625487804.1010396,Spechtnest,Spechtnest.beta.Strom,8.942,
1625487804.1010396,Spechtnest,Spechtnest.gamma.Temperatur,39.21,
1625487804.1010396,Spechtnest,Spechtnest.gamma.Strom,9.517,
1625487804.1010396,Aussenbereich,Aussenbereich.Aussentemperatur,17.9,
1625487804.1010396,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.3,
1625487804.1010396,Aussenbereich,Aussenbereich.Luftdruck,1013.01,
1625487804.1010396,Aussenbereich,Aussenbereich.Wasserdruck,29.937,
1625487804.2385793,Bieberbau,Bieberbau.alpha.Temperatur,39.55,
1625487804.2385793,Bieberbau,Bieberbau.alpha.Strom,9.344,
1625487804.2385793,Spechtnest,Spechtnest.beta.Temperatur,37.43,
1625487804.2385793,Spechtnest,Spechtnest.beta.Strom,7.854,
1625487804.2385793,Spechtnest,Spechtnest.gamma.Temperatur,39.1,
1625487804.2385793,Spechtnest,Spechtnest.gamma.Strom,7.436,
1625487804.2385793,Aussenbereich,Aussenbereich.Aussentemperatur,17.5,
1625487804.2385793,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.3,
1625487804.2385793,Aussenbereich,Aussenbereich.Luftdruck,1013.31,
1625487804.2385793,Aussenbereich,Aussenbereich.Wasserdruck,31.842,
1625487805.1174808,Bieberbau,Bieberbau.alpha.Temperatur,39.14,
1625487805.1174808,Bieberbau,Bieberbau.alpha.Strom,9.566,
1625487805.1174808,Spechtnest,Spechtnest.beta.Temperatur,38.64,
1625487805.1174808,Spechtnest,Spechtnest.beta.Strom,11.813,
1625487805.1174808,Spechtnest,Spechtnest.gamma.Temperatur,38.83,
1625487805.1174808,Spechtnest,Spechtnest.gamma.Strom,9.249,
1625487805.1174808,Aussenbereich,Aussenbereich.Aussentemperatur,17.6,
1625487805.1174808,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.1,
1625487805.1174808,Aussenbereich,Aussenbereich.Luftdruck,1013.28,
1625487805.1174808,Aussenbereich,Aussenbereich.Wasserdruck,29.293,
1625487805.2444808,Bieberbau,Bieberbau.alpha.Temperatur,38.56,
1625487805.2444808,Bieberbau,Bieberbau.alpha.Strom,8.994,
1625487805.2444808,Spechtnest,Spechtnest.beta.Temperatur,37.98,
1625487805.2444808,Spechtnest,Spechtnest.beta.Strom,11.38,
1625487805.2444808,Spechtnest,Spechtnest.gamma.Temperatur,38.14,
1625487805.2444808,Spechtnest,Spechtnest.gamma.Strom,10.419,
1625487805.2444808,Aussenbereich,Aussenbereich.Aussentemperatur,18.5,
1625487805.2444808,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,49.0,
1625487805.2444808,Aussenbereich,Aussenbereich.Luftdruck,1010.74,
1625487805.2444808,Aussenbereich,Aussenbereich.Wasserdruck,30.074,
1625487806.1242487,Bieberbau,Bieberbau.alpha.Temperatur,38.84,
1625487806.1242487,Bieberbau,Bieberbau.alpha.Strom,10.058,
1625487806.1242487,Spechtnest,Spechtnest.beta.Temperatur,37.55,
1625487806.1242487,Spechtnest,Spechtnest.beta.Strom,10.4,
1625487806.1242487,Spechtnest,Spechtnest.gamma.Temperatur,37.46,
1625487806.1242487,Spechtnest,Spechtnest.gamma.Strom,8.098,
1625487806.1242487,Aussenbereich,Aussenbereich.Aussentemperatur,17.4,
1625487806.1242487,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.8,
1625487806.1242487,Aussenbereich,Aussenbereich.Luftdruck,1012.59,
1625487806.1242487,Aussenbereich,Aussenbereich.Wasserdruck,30.801,
1625487806.2632496,Bieberbau,Bieberbau.alpha.Temperatur,38.47,
1625487806.2632496,Bieberbau,Bieberbau.alpha.Strom,10.071,
1625487806.2632496,Spechtnest,Spechtnest.beta.Temperatur,39.45,
1625487806.2632496,Spechtnest,Spechtnest.beta.Strom,8.787,
1625487806.2632496,Spechtnest,Spechtnest.gamma.Temperatur,36.66,
1625487806.2632496,Spechtnest,Spechtnest.gamma.Strom,8.266,
1625487806.2632496,Aussenbereich,Aussenbereich.Aussentemperatur,18.0,
1625487806.2632496,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.4,
1625487806.2632496,Aussenbereich,Aussenbereich.Luftdruck,1011.68,
1625487806.2632496,Aussenbereich,Aussenbereich.Wasserdruck,29.233,
1625487807.1437848,Bieberbau,Bieberbau.alpha.Temperatur,36.99,
1625487807.1437848,Bieberbau,Bieberbau.alpha.Strom,8.692,
1625487807.1437848,Spechtnest,Spechtnest.beta.Temperatur,37.88,
1625487807.1437848,Spechtnest,Spechtnest.beta.Strom,8.997,
1625487807.1437848,Spechtnest,Spechtnest.gamma.Temperatur,37.88,
1625487807.1437848,Spechtnest,Spechtnest.gamma.Strom,11.885,
1625487807.1437848,Aussenbereich,Aussenbereich.Aussentemperatur,18.0,
1625487807.1437848,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.8,
1625487807.1437848,Aussenbereich,Aussenbereich.Luftdruck,1012.04,
1625487807.1437848,Aussenbereich,Aussenbereich.Wasserdruck,29.429,
1625487807.2867868,Bieberbau,Bieberbau.alpha.Temperatur,38.06,
1625487807.2867868,Bieberbau,Bieberbau.alpha.Strom,11.043,
1625487807.2867868,Spechtnest,Spechtnest.beta.Temperatur,37.51,
1625487807.2867868,Spechtnest,Spechtnest.beta.Strom,9.817,
1625487807.2867868,Spechtnest,Spechtnest.gamma.Temperatur,38.2,
1625487807.2867868,Spechtnest,Spechtnest.gamma.Strom,10.69,
1625487807.2867868,Aussenbereich,Aussenbereich.Aussentemperatur,17.5,
1625487807.2867868,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.2,
1625487807.2867868,Aussenbereich,Aussenbereich.Luftdruck,1011.13,
1625487807.2867868,Aussenbereich,Aussenbereich.Wasserdruck,30.004,
1625487808.1560478,Bieberbau,Bieberbau.alpha.Temperatur,39.29,
1625487808.1560478,Bieberbau,Bieberbau.alpha.Strom,8.798,
1625487808.1560478,Spechtnest,Spechtnest.beta.Temperatur,38.73,
1625487808.1560478,Spechtnest,Spechtnest.beta.Strom,10.844,
1625487808.1560478,Spechtnest,Spechtnest.gamma.Temperatur,39.28,
1625487808.1560478,Spechtnest,Spechtnest.gamma.Strom,10.301,
1625487808.1560478,Aussenbereich,Aussenbereich.Aussentemperatur,18.0,
1625487808.1560478,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.6,
1625487808.1560478,Aussenbereich,Aussenbereich.Luftdruck,1012.85,
1625487808.1560478,Aussenbereich,Aussenbereich.Wasserdruck,29.953,
1625487808.297306,Bieberbau,Bieberbau.alpha.Temperatur,38.54,
1625487808.297306,Bieberbau,Bieberbau.alpha.Strom,8.522,
1625487808.297306,Spechtnest,Spechtnest.beta.Temperatur,39.86,
1625487808.297306,Spechtnest,Spechtnest.beta.Strom,9.875,
1625487808.297306,Spechtnest,Spechtnest.gamma.Temperatur,38.53,
1625487808.297306,Spechtnest,Spechtnest.gamma.Strom,10.399,
1625487808.297306,Aussenbereich,Aussenbereich.Aussentemperatur,18.3,
1625487808.297306,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.6,
1625487808.297306,Aussenbereich,Aussenbereich.Luftdruck,1012.43,
1625487808.297306,Aussenbereich,Aussenbereich.Wasserdruck,30.63,
1625487809.1668506,Bieberbau,Bieberbau.alpha.Temperatur,38.04,
1625487809.1668506,Bieberbau,Bieberbau.alpha.Strom,9.727,
1625487809.1668506,Spechtnest,Spechtnest.beta.Temperatur,38.06,
1625487809.1668506,Spechtnest,Spechtnest.beta.Strom,9.63,
1625487809.1668506,Spechtnest,Spechtnest.gamma.Temperatur,39.74,
1625487809.1668506,Spechtnest,Spechtnest.gamma.Strom,10.57,
1625487809.1668506,Aussenbereich,Aussenbereich.Aussentemperatur,18.0,
1625487809.1668506,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.7,
1625487809.1668506,Aussenbereich,Aussenbereich.Luftdruck,1012.41,
1625487809.1668506,Aussenbereich,Aussenbereich.Wasserdruck,30.075,
1625487809.308867,Bieberbau,Bieberbau.alpha.Temperatur,38.97,
1625487809.308867,Bieberbau,Bieberbau.alpha.Strom,10.387,
1625487809.308867,Spechtnest,Spechtnest.beta.Temperatur,38.64,
1625487809.308867,Spechtnest,Spechtnest.beta.Strom,10.906,
1625487809.308867,Spechtnest,Spechtnest.gamma.Temperatur,38.88,
1625487809.308867,Spechtnest,Spechtnest.gamma.Strom,10.036,
1625487809.308867,Aussenbereich,Aussenbereich.Aussentemperatur,18.3,
1625487809.308867,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.9,
1625487809.308867,Aussenbereich,Aussenbereich.Luftdruck,1012.64,
1625487809.308867,Aussenbereich,Aussenbereich.Wasserdruck,30.845,
1625487810.1788683,Bieberbau,Bieberbau.alpha.Temperatur,37.8,
1625487810.1788683,Bieberbau,Bieberbau.alpha.Strom,9.331,
1625487810.1788683,Spechtnest,Spechtnest.beta.Temperatur,38.58,
1625487810.1788683,Spechtnest,Spechtnest.beta.Strom,10.369,
1625487810.1788683,Spechtnest,Spechtnest.gamma.Temperatur,39.89,
1625487810.1788683,Spechtnest,Spechtnest.gamma.Strom,10.336,
1625487810.1788683,Aussenbereich,Aussenbereich.Aussentemperatur,18.5,
1625487810.1788683,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,52.2,
1625487810.1788683,Aussenbereich,Aussenbereich.Luftdruck,1011.68,
1625487810.1788683,Aussenbereich,Aussenbereich.Wasserdruck,28.579,
1625487810.3228724,Bieberbau,Bieberbau.alpha.Temperatur,39.33,
1625487810.3228724,Bieberbau,Bieberbau.alpha.Strom,8.644,
1625487810.3228724,Spechtnest,Spechtnest.beta.Temperatur,39.39,
1625487810.3228724,Spechtnest,Spechtnest.beta.Strom,11.316,
1625487810.3228724,Spechtnest,Spechtnest.gamma.Temperatur,40.0,
1625487810.3228724,Spechtnest,Spechtnest.gamma.Strom,9.588,
1625487810.3228724,Aussenbereich,Aussenbereich.Aussentemperatur,18.2,
1625487810.3228724,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.6,
1625487810.3228724,Aussenbereich,Aussenbereich.Luftdruck,1013.2,
1625487810.3228724,Aussenbereich,Aussenbereich.Wasserdruck,29.357,
1625487811.1888661,Bieberbau,Bieberbau.alpha.Temperatur,40.38,
1625487811.1888661,Bieberbau,Bieberbau.alpha.Strom,10.311,
1625487811.1888661,Spechtnest,Spechtnest.beta.Temperatur,41.71,
1625487811.1888661,Spechtnest,Spechtnest.beta.Strom,8.548,
1625487811.1888661,Spechtnest,Spechtnest.gamma.Temperatur,39.21,
